gene	p_snp_total	p_snp_synonymous	p_snp_missense	p_snp_lof	p_snp_cadd_l5	p_snp_cadd_g20	p_snp_cadd_g30
TNNI1	1.13991740192294e-05	2.71949724908119e-06	7.8715777000101e-06	3.37350755021651e-07	1.08753102300196e-05	8.21981941299092e-06	4.04655178574956e-06
TNNI2	1.08960356787793e-05	3.15746854277784e-06	7.33450124678811e-06	2.71411941992845e-07	9.07299443621903e-06	7.68855967512222e-06	2.72867357770248e-06
TNNI3	1.10966282125939e-05	2.6119129800952e-06	7.87652672514984e-06	4.64278648924939e-07	9.93600608452314e-06	8.23118113704245e-06	4.15365518599568e-06
TNNI3K	3.65907232009755e-05	8.98432368410402e-06	2.49405563807716e-05	1.91219938675473e-06	3.39594054145345e-05	2.671870364284e-05	8.69792576250384e-06
TNNT1	1.56799919999218e-05	3.48198981860895e-06	1.13575908594066e-05	3.5303941643602e-07	1.4548824056268e-05	1.15246332831424e-05	5.35394157045616e-06
TNNT2	1.45669773554022e-05	3.39582989311e-06	9.77641220123793e-06	6.7573747581887e-07	1.34294327949283e-05	9.72392402322848e-06	5.24441290573389e-06
TNNT3	1.28506571075839e-05	3.2557953928347e-06	8.74671556718502e-06	3.08249666071756e-07	1.15196021200242e-05	8.53776593788734e-06	2.71929889028663e-06
TNP1	3.34254144717547e-06	6.23883690792154e-07	2.4097248309027e-06	1.27799267600784e-07	2.93533841566121e-06	2.8239196806583e-06	1.45036873806544e-06
TNP2	6.50560493071537e-06	1.41483331780015e-06	4.88776723101116e-06	1.44645012138488e-07	5.67139528718982e-06	3.1854062802966e-06	1.03737878259529e-06
TNPO1	3.39019758613521e-05	8.27560428774485e-06	2.3793903651502e-05	1.45343779267788e-06	3.08227794545306e-05	2.42820470649604e-05	8.42362156671225e-06
TNPO2	4.76609154490524e-05	1.33162333534994e-05	3.19514789813148e-05	1.34283924803723e-06	4.27031107725419e-05	3.19423486046227e-05	1.11339544712528e-05
TNPO3	4.14633199655166e-05	1.02851165480364e-05	2.83167515520152e-05	2.20861733588487e-06	3.81003793493973e-05	2.97447727016642e-05	1.35489189368459e-05
TNR	6.75424570118274e-05	1.97831214944748e-05	4.44652399505063e-05	2.71730221258799e-06	5.98555380335479e-05	4.57455844642171e-05	1.90521504758813e-05
TNRC18	0.000128180293632932	4.34627541721438e-05	8.14945396681524e-05	2.41305877076837e-06	0.000106987908532439	7.46191822147013e-05	2.57244243991493e-05
TNRC6A	7.6972288087941e-05	2.04660271166163e-05	5.22994412774673e-05	3.47129700425058e-06	6.93978934120452e-05	4.89436350196243e-05	1.84935225210685e-05
TNRC6B	7.51152338727708e-05	2.142904352143e-05	4.94637593437407e-05	3.4732005620469e-06	6.78828214549722e-05	4.98857680076824e-05	1.80158061785661e-05
TNRC6C	8.0493288290341e-05	2.47885776489425e-05	5.23365070837413e-05	2.56185008660578e-06	7.13229166248763e-05	5.1593411191685e-05	2.08849334584723e-05
TNS1	8.57345445055148e-05	2.53172636270527e-05	5.71716086077008e-05	2.44499059499092e-06	7.52058572401582e-05	5.35301859674358e-05	2.49880878617985e-05
TNS3	8.44400920584601e-05	2.65960891257625e-05	5.44260576397968e-05	2.16044372602583e-06	7.1322982660841e-05	4.70131287827768e-05	2.54148234800643e-05
TNS4	3.24242703511315e-05	9.54175002539083e-06	2.1190243755853e-05	1.35678047839822e-06	2.83194350299192e-05	1.79738716719372e-05	8.85333382172293e-06
TNXB	0.000259514326002477	8.07579533700178e-05	0.000170925376914268	5.76292192464299e-06	0.000215406892751441	0.000163229607976825	6.56309904029548e-05
TOB1	1.20740628591124e-05	3.2102711350439e-06	8.47916066363234e-06	2.98201534381747e-07	1.09815144427608e-05	7.42198301110882e-06	1.75078721158619e-06
TOB2	1.50046919438783e-05	4.50464425756304e-06	1.01925359972073e-05	2.64163691051388e-07	1.27063354673556e-05	9.88747555973755e-06	3.81635767944098e-06
TOE1	2.44336375738954e-05	6.07517698427008e-06	1.70015092471795e-05	9.13555970464605e-07	2.17679205741935e-05	1.53884682219788e-05	5.52373087540268e-06
TOLLIP	1.68372528171251e-05	4.79397136348962e-06	1.11560358470941e-05	6.22200173184968e-07	1.42783139232431e-05	1.14585154123341e-05	5.37937785940557e-06
TOM1	2.64101856328798e-05	6.10108136638238e-06	1.84733022468751e-05	1.23050900846111e-06	2.45534958373236e-05	1.57533303394818e-05	7.89111035366359e-06
TOM1L1	1.87643164751801e-05	4.95975374987371e-06	1.24419543170049e-05	6.78025111594098e-07	1.63802841678527e-05	1.11203919675158e-05	4.59877867825312e-06
TOM1L2	2.59967193696835e-05	7.52193910445462e-06	1.69616914464897e-05	1.1300015474389e-06	2.41424360566822e-05	1.74722872421922e-05	7.57478681024606e-06
TOMM20	6.45272965526558e-06	1.71649623158406e-06	4.1332899012369e-06	5.0188259046062e-07	5.96707472151061e-06	4.64009225331472e-06	1.62378225873108e-06
TOMM20L	9.0798595967613e-06	2.32719002513252e-06	6.43544144686384e-06	2.08177838108824e-07	7.98179209865489e-06	5.4532271627312e-06	2.26985300499259e-06
TOMM22	5.04847991113851e-06	1.56820022666533e-06	3.29475208721069e-06	1.38746085385509e-07	4.78551154578081e-06	3.54556365344798e-06	1.08864729317441e-06
TOMM34	1.04997320462649e-05	2.87915072047958e-06	7.08173122602473e-06	4.56989112649118e-07	9.22405169949266e-06	6.95420265283925e-06	3.52675726718065e-06
TOMM40	1.36231723552403e-05	4.19947588669324e-06	8.85643656486349e-06	2.50127026600711e-07	1.31144970585142e-05	8.84210917200381e-06	2.32261576990852e-06
TOMM40L	1.41909162289238e-05	3.56098673413063e-06	9.69333065132452e-06	4.82666969446384e-07	1.30124797464293e-05	9.83199991882953e-06	3.02404026377902e-06
TOMM5	8.14704515268106e-06	2.04809225876531e-06	5.11660814281878e-06	2.63723387859603e-07	7.11103243903813e-06	4.80164428045651e-06	2.93316559125258e-06
TOMM6	4.35491765956856e-06	1.35134853419099e-06	2.87986628779783e-06	6.28954803266395e-08	3.94520874017527e-06	2.9337224116386e-06	6.66529772760509e-07
TOMM7	4.22546658699203e-06	1.13523633126817e-06	2.80649587342278e-06	1.50080825358876e-07	2.7327108844163e-06	3.15998669057424e-06	1.89441004832142e-06
TOMM70A	1.8162027379332e-05	4.81699599918819e-06	1.22032070052469e-05	9.70606732814438e-07	1.58144110951133e-05	1.40707079076942e-05	7.05384682379761e-06
TONSL	5.71504309076839e-05	1.7423247588202e-05	3.75607483948636e-05	1.59449063740807e-06	4.90410937099136e-05	3.33283841270139e-05	1.48109131627356e-05
TOP1	2.96340814034039e-05	6.89184720152257e-06	2.04277121643234e-05	1.75570912020556e-06	2.77204222667982e-05	2.19107606409722e-05	1.00225116911257e-05
TOP1MT	3.56496929287193e-05	1.05869112391497e-05	2.28501809549045e-05	1.14016404302807e-06	3.12800665310885e-05	2.13408628137814e-05	7.36142906646571e-06
TOP2A	5.46173171009882e-05	1.33820271535398e-05	3.79312184545416e-05	2.64374207376379e-06	4.81250138050424e-05	3.94393511742486e-05	1.75102340692038e-05
TOP2B	5.54795911926102e-05	1.36026036358848e-05	3.86482740666875e-05	2.47509918330752e-06	4.94890379610538e-05	4.11369783542175e-05	1.64522269664824e-05
TOP3A	5.00113230164293e-05	1.20553023196013e-05	3.48859019322537e-05	2.33363983179121e-06	4.46852387583025e-05	3.28049380752762e-05	1.66226249711306e-05
TOP3B	5.30627456395711e-05	1.65133773187264e-05	3.45600390202459e-05	1.26586086340056e-06	4.71983515297878e-05	3.55299089590714e-05	1.55885463845092e-05
TOPAZ1	6.2022548161016e-05	1.61930718374196e-05	4.23304047170455e-05	3.07119578877194e-06	5.4016821723562e-05	3.23943229040911e-05	1.32491702843443e-05
TOPBP1	5.70849747588483e-05	1.42840284997694e-05	3.94829188810423e-05	2.73332438729882e-06	4.92086578087582e-05	3.67697846769644e-05	1.78985051666872e-05
TOPORS	4.42136186453449e-05	1.14081494849712e-05	3.03922555481457e-05	2.38570816465441e-06	4.08851556400316e-05	2.43797617247999e-05	8.38800648763747e-06
TOR1A	1.22103837998935e-05	3.7989557798657e-06	7.81683587504081e-06	5.30904094747809e-07	1.07236804409139e-05	8.64204951776611e-06	3.11620091651408e-06
TOR1AIP1	2.89762015791214e-05	8.00019862478737e-06	1.92067935788453e-05	1.50177867425722e-06	2.59919407507535e-05	1.80168882867517e-05	7.30965253008496e-06
TOR1AIP2	1.68549751326576e-05	4.84152166371924e-06	1.12444382440792e-05	6.69345380285308e-07	1.43214761862224e-05	9.93405320853594e-06	4.27831527280589e-06
TOR1B	2.03329113330639e-05	6.90131814624952e-06	1.27842574680583e-05	4.44417445207898e-07	1.80594349297198e-05	1.10589784905378e-05	4.0526296519471e-06
TOR2A	1.61230337021273e-05	3.91013482912557e-06	1.14502269034494e-05	6.46605367646106e-07	1.3910638231989e-05	1.04244930019934e-05	4.75259249961512e-06
TOR3A	1.56181870080025e-05	4.42559905282545e-06	1.06137863538653e-05	3.63407740008905e-07	1.3864701805463e-05	9.69464047157681e-06	3.78649854766024e-06
TOX	2.31415127241989e-05	7.28855808554191e-06	1.49918154955352e-05	7.02481198717436e-07	2.07390535061358e-05	1.57441958254379e-05	5.62132754066973e-06
TOX2	3.22226121466992e-05	9.09393445677925e-06	2.19949130404243e-05	7.48819603630205e-07	2.86593572459889e-05	1.82272842940007e-05	6.85732144613927e-06
TOX3	2.03830411538961e-05	6.21229445003504e-06	1.34963743666471e-05	5.2798783231236e-07	1.79015882334536e-05	1.31166308831815e-05	4.39888753404875e-06
TOX4	2.43071113706336e-05	6.21152336922796e-06	1.67057990209789e-05	1.05430743748556e-06	2.15129894504375e-05	1.521819467365e-05	4.95423122740932e-06
TP53	2.07460233224711e-05	5.23566082555178e-06	1.43567627321024e-05	7.36048291147282e-07	1.8389845444695e-05	1.29478419776114e-05	5.14216301020427e-06
TP53AIP1	8.16817630774977e-06	2.57024863569581e-06	5.1728409027642e-06	2.7404837638161e-07	7.05770757724449e-06	1.99523493934337e-06	1.50362728026018e-06
TP53BP1	7.51652675167673e-05	1.93652721203836e-05	5.16881580112468e-05	3.42709166391999e-06	6.57362729612901e-05	4.82916624143371e-05	2.24085557402113e-05
TP53BP2	4.87735213609206e-05	1.29668377672562e-05	3.31324135812837e-05	2.00220802709303e-06	4.31565761313708e-05	3.28128231152991e-05	1.68886805033006e-05
TP53I11	5.27748317626456e-06	1.56100622379393e-06	3.41126105296176e-06	2.6583581173444e-07	4.93374129185603e-06	3.6489578889633e-06	1.33586573716078e-06
TP53I13	1.75397266675438e-05	5.01906957689145e-06	1.16866187722369e-05	6.2507618087615e-07	1.52342413976206e-05	1.00934697162416e-05	4.45544906810477e-06
TP53I3	1.60229915361241e-05	4.08477048426879e-06	1.07963353651374e-05	6.88010796708551e-07	1.45035967722288e-05	9.80040304427583e-06	3.51108625086883e-06
TP53INP1	9.16905220746959e-06	2.04018615715066e-06	6.56339824553384e-06	2.92865226731767e-07	8.19358047609189e-06	5.84619313896202e-06	2.15433063078119e-06
TP53INP2	9.03146070433032e-06	3.17160326784253e-06	5.45204848715541e-06	1.07944678163727e-07	8.70063801581784e-06	5.60018956413244e-06	1.46080991014733e-06
TP53RK	5.49924089890246e-06	1.26833568063267e-06	3.88527045075491e-06	3.18042031229165e-07	5.01478588379624e-06	3.26662834681453e-06	1.10601770266011e-06
TP53TG3	1.07597177982782e-05	2.87777744094009e-06	7.19574786781944e-06	4.40095692100655e-07	8.30693005958194e-06	4.86217146569116e-06	3.05225174265185e-06
TP53TG3B	1.00810758148533e-05	2.9650042896606e-06	6.59745335938852e-06	4.03589327657048e-07	8.2029849602743e-06	3.503259186483e-06	2.78346312270067e-06
TP53TG3C	1.01676334490818e-05	2.98585548027152e-06	6.6538294603982e-06	4.07276575227379e-07	6.75267638774222e-06	4.59344050234764e-06	4.01512608879204e-06
TP53TG3D	9.88504367725243e-06	2.94998747940001e-06	6.41345615635105e-06	4.06571203354205e-07	7.82167441621771e-06	3.87321352199464e-06	2.42315591656872e-06
TP53TG5	1.50202301034748e-05	3.83083633545785e-06	1.01366930147456e-05	8.1313916205446e-07	1.25379813912276e-05	8.07686547031926e-06	4.46230413425501e-06
TP63	3.68699894694957e-05	9.65563576679803e-06	2.49358281881441e-05	1.60100941900441e-06	3.50602213905178e-05	2.3922127904877e-05	9.21914266478182e-06
TP73	3.69561476427238e-05	1.04214214622915e-05	2.50972573702067e-05	9.91142880443934e-07	3.17791196575016e-05	2.28703153893916e-05	8.57407743910215e-06
TPBG	2.52153751141351e-05	8.56156620641678e-06	1.63463915637999e-05	3.07417343918421e-07	2.18432461187172e-05	1.29337223496886e-05	4.86432087833237e-06
TPCN1	4.5338697973864e-05	1.28583238827594e-05	3.04934478887418e-05	1.26226864283066e-06	4.24673911862549e-05	2.89447596134617e-05	1.22474951997114e-05
TPCN2	3.72732548962461e-05	1.12247333827774e-05	2.43378295690341e-05	1.04665418996629e-06	3.2830816611777e-05	2.23597804596319e-05	8.65189235076099e-06
TPD52	1.2779333422794e-05	2.86553624024093e-06	8.9029670490788e-06	4.32456225606963e-07	1.18018343376809e-05	8.55095265498276e-06	2.81414387423376e-06
TPD52L1	9.47872441885204e-06	2.63916658458179e-06	6.16021584418694e-06	4.51639916491845e-07	8.75140977912285e-06	6.17030340428299e-06	2.77996338511338e-06
TPD52L2	9.55547235366466e-06	2.61572435866481e-06	6.33940977160815e-06	2.81183981096103e-07	8.83336518828471e-06	6.22423672501076e-06	2.17845570791008e-06
TPD52L3	6.74369711242858e-06	2.03600323641854e-06	4.42693844989701e-06	1.70792687155573e-07	5.25918179871875e-06	3.86242847949148e-06	1.7971148513715e-06
TPGS2	1.22221133646161e-05	3.39137383102955e-06	8.24907730799461e-06	3.0692044439277e-07	1.05828087692842e-05	8.26616862647653e-06	2.92838513992027e-06
TPH1	1.7746188134948e-05	3.97354448475617e-06	1.2664875957981e-05	7.7119697961883e-07	1.60927216901148e-05	1.24762600678864e-05	5.64706794471693e-06
TPH2	1.99618155856747e-05	4.9645600868177e-06	1.37063549503472e-05	8.9132088363928e-07	1.80523216082129e-05	1.38657419420872e-05	6.47274855207572e-06
TPI1	1.59578861576057e-05	5.09221556914053e-06	1.00977344807297e-05	4.78010157933518e-07	1.50954854380847e-05	1.02468428618331e-05	2.78374213301925e-06
TPK1	1.1581405718466e-05	2.24211388030833e-06	8.63778249730838e-06	5.42290335667565e-07	1.03592523173432e-05	6.56706398959438e-06	2.92881926235364e-06
TPM1	1.76377293720503e-05	4.45361016374773e-06	1.17662872833985e-05	8.60767473396269e-07	1.63378139870597e-05	1.2483662078987e-05	5.40404728668838e-06
TPM2	1.54675567867191e-05	4.52907374450941e-06	1.00001200108661e-05	6.31315594519448e-07	1.47570566522939e-05	1.08957101910527e-05	4.41833199402103e-06
TPM3	1.72922709489803e-05	3.67284717872143e-06	1.19274281184375e-05	9.50958863863082e-07	1.63452190676989e-05	1.0543938528218e-05	4.2923099581217e-06
TPM4	1.32800851500473e-05	4.06757507337665e-06	8.39193977585442e-06	4.87234118361653e-07	1.26727760834083e-05	8.89878570090949e-06	3.63772488039098e-06
TPMT	9.13616597140087e-06	2.3252887214928e-06	6.2205108176105e-06	4.43514099978043e-07	8.1451621113162e-06	5.58537613491737e-06	2.37245252759105e-06
TPO	5.02807956135139e-05	1.54736308524632e-05	3.24772053860347e-05	1.67306000719642e-06	4.33013892813345e-05	2.43147300727865e-05	1.10543787140915e-05
TPP1	2.57302246464867e-05	6.37291437011599e-06	1.7739239175739e-05	8.53031109122787e-07	2.26134688327603e-05	1.67217372135049e-05	6.08402427526904e-06
TPP2	4.99442686052003e-05	1.36713121827423e-05	3.36114794618101e-05	2.16437621279303e-06	4.49727188387943e-05	3.43473673628031e-05	1.46108020137241e-05
TPPP	1.55013470641004e-05	5.38061048574494e-06	9.5894902902992e-06	2.7455207916776e-07	1.34275622124582e-05	9.97904524029712e-06	3.10253649392662e-06
TPPP2	8.91336344058529e-06	2.57292946280602e-06	5.99584676247955e-06	2.15064074824968e-07	7.76593563254252e-06	5.51865697144926e-06	1.53647763396615e-06
TPPP3	9.75382095260351e-06	3.11553657273308e-06	6.42374587485225e-06	1.42069118127638e-07	8.52749853089943e-06	6.5865764536349e-06	2.09075211705931e-06
TPR	9.10032796553146e-05	2.149869177212e-05	6.38226776708496e-05	4.78794246326942e-06	8.34144346547879e-05	6.53366626757703e-05	1.31440009500025e-05
TPRA1	1.65648414831194e-05	3.18382376231369e-06	1.2581177218392e-05	5.70011863907622e-07	1.45220125774428e-05	1.14350284897873e-05	4.15919475781693e-06
TPRG1	1.27301132944794e-05	3.21078076100644e-06	8.86040525721115e-06	4.13091398736711e-07	1.10137350403711e-05	7.99778220625765e-06	3.4286822060216e-06
TPRG1L	9.34846334038141e-06	2.89874426573284e-06	5.98335416570213e-06	4.12733690639491e-07	8.32288756590234e-06	6.32956939253002e-06	2.42689146071052e-06
TPRKB	5.62195860758429e-06	1.53766898791694e-06	3.77479177041687e-06	1.7417261459754e-07	4.56222153370811e-06	3.71616600919481e-06	1.51136027721213e-06
TPRN	3.29071698513959e-05	1.10609387132043e-05	2.1141085070762e-05	5.62656559428261e-07	2.66770910649619e-05	1.80684990664061e-05	9.19691656502476e-06
TPRX1	4.80735676567199e-06	1.48210571388556e-06	3.11386268366097e-06	2.11388368125462e-07	4.13579610620421e-06	1.80859731029578e-06	1.01769915990566e-06
TPRX2P	2.01241587811601e-06	7.29590058947558e-07	1.20062804303106e-06	3.35156496439849e-08	1.90695382224923e-06	1.14482388847109e-06	2.39867789966668e-07
TPRXL	2.36742050614127e-06	8.35028499929016e-07	1.45770357460331e-06	3.52962384276502e-08	1.61267326207933e-06	8.38582590188827e-07	7.82633645986488e-07
TPSAB1	1.94394048343969e-05	6.58957376486277e-06	1.20275510654301e-05	4.65072423959541e-07	1.56429246404702e-05	1.02839198796517e-05	4.40197961209954e-06
TPSB2	1.93526068773242e-05	3.79536224122768e-06	1.39355325632559e-05	1.18567079761027e-06	1.62407387110082e-05	8.96855968461599e-06	3.70985886413676e-06
TPSD1	1.60758274928911e-05	5.84550522536833e-06	9.74129121197889e-06	2.95299331608365e-07	1.27297181260986e-05	8.89199816578804e-06	4.58858745028595e-06
TPSG1	1.49748761269226e-05	4.74315301003862e-06	9.80358590643494e-06	2.47083218924934e-07	1.19234993773622e-05	8.50520406381148e-06	3.72424694956058e-06
TPST1	1.46286161514803e-05	3.43970859296749e-06	1.03674708339187e-05	7.38778400579479e-07	1.32560512088563e-05	9.97266124303215e-06	3.67237608361449e-06
TPST2	2.64217626665617e-05	8.17414855150618e-06	1.75935008581885e-05	4.01500537582664e-07	2.23655026799367e-05	1.72265897248493e-05	6.33779263994985e-06
TPT1	1.01591410824529e-05	2.66966757627533e-06	6.73356734415822e-06	2.36694386630914e-07	9.49490721798897e-06	5.8408096594798e-06	1.1405364529633e-06
TPTE	2.3324349651703e-05	5.80484063644516e-06	1.57236916942577e-05	1.26422737458958e-06	1.96047700213275e-05	1.23181207892336e-05	5.71612099989097e-06
TPTE2	2.22082221383621e-05	5.52708635723646e-06	1.4809070768546e-05	1.37478866493001e-06	1.93147107785806e-05	1.03987376264652e-05	4.61975365735976e-06
TPX2	2.70046582450873e-05	6.57610269725017e-06	1.85753543571126e-05	1.55430598620637e-06	2.40070983827461e-05	1.78501702889924e-05	7.62683031726366e-06
TRA2A	1.3870238167361e-05	2.19941419558683e-06	9.81258475995559e-06	1.63696504378666e-06	1.28773151939164e-05	1.13814804561981e-05	4.5835184503046e-06
TRA2B	1.75620216762862e-05	3.43417332135946e-06	1.30908638464431e-05	7.625205915189e-07	1.65294732136123e-05	1.34916408503574e-05	3.72704007973797e-06
TRABD	2.18413871647343e-05	6.64983417783322e-06	1.42656191918618e-05	3.94027534056154e-07	1.92746651068445e-05	1.38990269757028e-05	5.01421331452063e-06
TRABD2A	2.42502457235041e-05	6.32658270962976e-06	1.68649068388384e-05	9.82927644435433e-07	2.06341617211971e-05	1.51304642194022e-05	5.68560476498929e-06
TRABD2B	3.62874157361395e-06	1.076612896108e-06	2.4856212253227e-06	3.93111840243263e-08	3.24713498210735e-06	2.59403957105307e-06	1.23838309283944e-06
TRAC	5.98215825234969e-06	1.85183340666013e-06	3.87663268611421e-06	1.97992297984289e-07	5.09670974265337e-06	3.47049650596621e-06	1.68251851123392e-06
TRADD	2.1728124406996e-05	7.51626668401094e-06	1.35785547621112e-05	5.30200180727677e-07	2.06794804172675e-05	1.28436442451978e-05	5.59926932489055e-06
TRAF1	2.04009167208779e-05	6.10994424596508e-06	1.35267304918963e-05	5.06942139163869e-07	1.81579319818812e-05	1.25241589201156e-05	5.96603037293875e-06
TRAF2	3.38585653081936e-05	1.07145515970771e-05	2.18920388838499e-05	7.37346164556371e-07	3.13596623377469e-05	1.92491637823371e-05	7.41280830876602e-06
TRAF3	3.09745200610965e-05	9.31714053749082e-06	2.04498067871538e-05	9.44156364050201e-07	2.78577062516903e-05	1.92306745423391e-05	6.10657042677738e-06
TRAF3IP1	2.41684836200155e-05	6.74033342852296e-06	1.61846797578042e-05	9.23009567322769e-07	2.13975587767029e-05	1.51028605823451e-05	6.4105267189732e-06
